,ticket_id,user_name,refund_reject_reason
0,TICKET-e8209e12-845c-464e-b40b-f6a6e20dd7e2,Brier,already_processed
1,TICKET-12f88758-5348-4d93-847c-7a25c7795bd6,Cbiue,already_processed
2,TICKET-bceb748a-125a-4248-bf15-11f23e62ccfa,Ciueu,already_processed
3,TICKET-4d551fc2-3edd-419a-8ad4-ed11d552ac9e,Agrig,already_processed
4,TICKET-76690ec1-d459-4460-a3b6-152aeb746cf8,Briii,already_processed
5,TICKET-fda080e9-a8aa-4afa-a465-32e698db0f4e,Crgri,already_processed
6,TICKET-9dd8335a-8ec2-4fcd-8a5f-1cd09d985ed3,Biegu,already_processed
7,TICKET-268303a7-9a4d-4e9e-a647-ec64522f131d,Beiue,already_processed
8,TICKET-fd184f70-9287-4dc7-843f-dface98902f3,Cbrre,transaction_id_not_matched
9,TICKET-1c011d5a-1848-44a2-b841-123466867355,Bibgg,already_processed
10,TICKET-a5662889-6978-46d0-9257-dc8e49ddd48a,Cbeie,already_processed
11,TICKET-16976d73-f0fd-4e7e-843f-54d02b106768,Ciige,already_processed
12,TICKET-3f207e70-2b71-4970-b644-4429b5ec2220,Cgiee,already_processed
13,TICKET-fd966319-86a5-4974-8fc2-0c6909cc033d,Cuerb,already_processed
14,TICKET-4ba3774a-262b-4250-b6ab-db62c2bce1dc,Ariue,already_processed
15,TICKET-bfa7f3a9-3474-41ed-ac59-f9900964d537,Brbuu,already_processed
16,TICKET-5f99f7d4-e9b5-4566-bdd5-c6b7303f7335,Airee,transaction_id_not_matched
17,TICKET-65d46941-0a1e-4ec3-b1b9-60744dd89a6e,Cguri,transaction_id_not_matched
18,TICKET-97bd6302-4b61-4132-b0b9-26c200509ecb,Curig,transaction_id_not_matched
19,TICKET-bcd8ee5b-4897-49bc-b422-f5b716f40bab,Agire,transaction_id_not_matched
20,TICKET-85dd3d61-1409-482d-921e-720fcf569537,Crerb,already_processed
21,TICKET-6cb75ce1-5392-4d54-86c1-c6bb720fec79,Burri,transaction_id_not_matched
22,TICKET-1ff70988-b25b-45b3-b045-cefab2c4b73c,Brggr,already_processed
23,TICKET-62ef4539-3b83-4245-964b-5c3218a8637c,Areie,already_processed
24,TICKET-eccc24ed-6a0b-42d4-86c1-e5af2b95f86b,Aeibb,already_processed
25,TICKET-a31bd6fb-4578-4cd1-9adb-68d04db6a362,Currr,already_processed
26,TICKET-c7f469ed-fb61-45bd-8397-33460657385a,Cggge,already_processed
27,TICKET-0f436dca-a326-4e1e-979c-8b08a57bcfa3,Bgirr,already_processed
28,TICKET-cd5f433a-8b38-40b2-8fcf-a1f16faccc60,Bgbeu,already_processed
29,TICKET-b170126e-cb39-430f-9cf4-6a30ec00b044,Aeiie,already_processed
30,TICKET-2ae8acd2-a9ff-49ca-9d86-06fd7d774484,Currg,already_processed
31,TICKET-259bcad0-3978-4f70-838d-0b80a738aba6,Brrre,transaction_id_not_matched
32,TICKET-0d0a2967-4f5d-4f94-9ad5-3614128056b6,Arier,already_processed
33,TICKET-1ce64928-8b69-4c03-b140-4426081d2788,Cgirr,transaction_id_not_matched
34,TICKET-ca230089-7551-4c9c-aaa9-fce8d21bd991,Cbrgi,already_processed
35,TICKET-23332058-026f-4833-bebd-45cef6ab376c,Beeeu,already_processed
36,TICKET-7e249221-068e-4139-9662-dc3c182c5452,Cebru,already_processed
37,TICKET-04e43eca-94cf-49e1-b381-ef1e1f481df9,Bebre,already_processed
38,TICKET-1ebe9afa-c898-49f3-9777-03608e2cc9ed,Brurr,already_processed
39,TICKET-e80272dc-a811-49c4-b04d-4871f255164e,Bgueg,already_processed
40,TICKET-2b9b68ff-a3ad-4787-8222-1d872cdfb4b5,Airrg,already_processed
41,TICKET-11e8bc06-7eff-4cfe-8af8-5edd039af39a,Abeeb,already_processed
42,TICKET-7e98025d-a850-43b7-9ea3-bc9a4950c859,Bregg,already_processed
43,TICKET-362bf281-77d6-46a4-85da-ee86f3400898,Begur,already_processed
44,TICKET-33076d0b-32ea-4741-9c3d-b487ced39d6d,Cibue,transaction_id_not_matched
45,TICKET-47ae3522-9134-4695-832e-9c91e770cf14,Cueui,already_processed
46,TICKET-3c96bff8-0cf7-4bf2-9764-2499c382b5bd,Aurbu,transaction_id_not_matched
47,TICKET-badf6ee1-1532-4cea-9f9b-992b279c0ea2,Areer,already_processed
48,TICKET-9e8231b8-120c-469a-8301-48566959e9d9,Aigui,already_processed
49,TICKET-96ea392a-ec85-4863-abb7-7bc7b531839f,Airir,transaction_id_not_matched
50,TICKET-36b540db-04a8-4834-b5af-85555a6cd9ef,Aeuur,already_processed
51,TICKET-02f726fb-7525-498e-a23c-7b633e408e76,Bruig,already_processed
52,TICKET-0ec94163-97ab-4dbb-9ced-9621ed4a7934,Cirgu,already_processed
53,TICKET-790e2754-5899-4060-a14a-5a6d3310659e,Argur,already_processed
54,TICKET-9ac4cd22-d205-4a19-a869-8807219ba3ff,Cuiir,already_processed
55,TICKET-9410b034-b101-4584-a4b2-fda22a71eee4,Cieub,transaction_id_not_matched
56,TICKET-4f144239-d2b1-4640-af92-ddc524d11934,Agiug,already_processed
57,TICKET-4eab9220-71dd-4c8f-ade7-03fc7486151b,Abeeb,already_processed
58,TICKET-81f14f7a-3e6c-42ec-83e8-a3dc062dbaab,Ceueg,transaction_id_not_matched
59,TICKET-fa746422-4d9c-4833-a9d0-d45ea0c2fff7,Aueee,already_processed
