,ticket_id,user_name,refund_reject_reason
0,TICKET-455b5fb6-197c-41ca-9f3c-95c8709791e2,Bueri,already_processed
1,TICKET-13dbe11a-405e-4f8a-a2b4-ab58a4f02ef1,Cuiug,already_processed
2,TICKET-50f2b236-2bbb-4278-b958-79048ec561af,Auuie,transaction_id_not_matched
3,TICKET-bb0ea018-5eea-4fa0-8569-238c75859b3a,Buiei,transaction_id_not_matched
4,TICKET-cae2f46c-5f12-4a0c-bf56-bd26810f26a4,Cggug,already_processed
5,TICKET-010a233e-7a2b-49ab-94bb-6c485d304165,Aeuee,already_processed
6,TICKET-4c3ac6eb-2b18-46d9-87ca-880914569337,Beber,already_processed
7,TICKET-74fc5b97-be3b-4321-845d-b514a72ad6ed,Cgrru,already_processed
8,TICKET-27adb846-6671-49da-ae65-c3240e6a4489,Brebr,already_processed
9,TICKET-0e324dc9-351d-44c0-9623-2bdb68370290,Cuiig,transaction_id_not_matched
10,TICKET-9010bdcd-faa1-42af-a6e2-114b8a7c2ffc,Agruu,already_processed
11,TICKET-36df7b45-17dd-4fa1-bc6c-86580b06045c,Bieeg,already_processed
12,TICKET-3b3a1bc8-fc3f-4847-9e42-91435ec1af4d,Cigir,already_processed
13,TICKET-b454e22c-9347-4454-b8bd-85c9e501b42e,Briie,transaction_id_not_matched
14,TICKET-5b5f6ca0-2c00-45a2-8654-ca288a20683b,Ceuuu,already_processed
15,TICKET-8e92e95d-2ad7-48d9-ba7f-58f8f865a0df,Birge,already_processed
16,TICKET-09495d03-df3d-4556-bb5b-de372a60a08e,Arrrg,already_processed
17,TICKET-8f5e8421-ff53-4844-b154-09978195f7f5,Brrbe,already_processed
18,TICKET-6c4b921a-a786-4df4-8c6f-400dfa00699f,Bgbgi,already_processed
19,TICKET-ebb41471-b75a-4433-a371-5a427d7fd755,Ageer,transaction_id_not_matched
20,TICKET-86060be1-d8e4-464e-aff9-8f8f445121f1,Agrre,already_processed
21,TICKET-036204bd-225b-416e-89e5-54fe4a372695,Buugi,already_processed
22,TICKET-78bdb38c-7aa5-4b28-a163-87bab4830fc4,Cugre,already_processed
23,TICKET-fa592240-ea4b-44a3-8ad0-10ffbb3db6ab,Cuebi,already_processed
24,TICKET-15a17853-4945-4727-a9f1-b7bfb8b9f55f,Aigbe,already_processed
25,TICKET-21c5d4d7-a334-4571-8966-2e5775b0a6e4,Bgeer,already_processed
26,TICKET-772910cf-6e54-4ff1-b9c6-5ddbe8826b1c,Bgueu,already_processed
27,TICKET-5f210094-2a61-481f-a209-ed8e5547a2d4,Bieeg,already_processed
28,TICKET-cc7b1905-b039-402b-8afe-6ac4ad56408d,Aruir,already_processed
29,TICKET-c60c0564-3683-4697-b36e-2fa964439511,Auiei,already_processed
30,TICKET-5f9addd6-48b8-490b-ae4a-038316f06461,Auebr,transaction_id_not_matched
31,TICKET-4e94b098-84f4-4e8f-80bd-2017f8d1e087,Criee,already_processed
32,TICKET-a4060fac-380e-4550-b18f-62301f11ad03,Aegiu,already_processed
33,TICKET-fde69e44-d121-4a30-8c52-9fd5c02895ea,Augeg,already_processed
34,TICKET-fd92cd85-dc9c-4369-91ba-df209a4920f3,Cugug,already_processed
35,TICKET-015eae76-2951-4022-8104-7622d41b5e33,Beiib,already_processed
36,TICKET-9e258d37-9691-464b-b8c2-0a9eab5b3958,Cgeiu,already_processed
37,TICKET-ca7a8027-ce32-4280-a377-e877ab87593f,Abbru,already_processed
38,TICKET-a8280c3e-e76b-4831-b8c0-6a514a16483a,Cgbii,already_processed
39,TICKET-2585e8bf-d0e2-46c5-abc8-d025974b645d,Cigri,already_processed
40,TICKET-d7c49954-4506-4418-a8da-914934710192,Bbure,already_processed
41,TICKET-fb8b1e44-c612-4594-aa47-ecae8ebcc6d5,Ciire,already_processed
42,TICKET-b00f3116-2dac-4bac-a968-38be8386c7d6,Aiiiu,transaction_id_not_matched
43,TICKET-673db387-7db8-4fb2-9b75-fe17f3f02e42,Bruri,already_processed
44,TICKET-432bcd05-3846-40c5-94e4-ecb4b14c8813,Brrgr,already_processed
45,TICKET-f8ca6faa-d0df-4268-91c7-1c5f1b7f693e,Auirb,transaction_id_not_matched
46,TICKET-7de1bb42-8ce1-4ad3-adc9-07d93ec1ab29,Cuiir,already_processed
47,TICKET-456f26db-e532-4f23-8015-0cb8d4c40643,Ceiru,already_processed
48,TICKET-403ec4a1-9213-47be-8d27-113d799ef7b5,Cgire,already_processed
49,TICKET-a7ee0d50-c86b-4e22-a69f-3c7829097424,Cbrii,already_processed
50,TICKET-90f85c9e-d91d-4b54-a25b-5e033b54dd29,Arrgg,already_processed
51,TICKET-b703aae7-cb53-489a-9519-6c1231991c21,Ceeru,already_processed
52,TICKET-47f14e90-090e-47f5-9eb0-c84526137758,Aebiu,transaction_id_not_matched
53,TICKET-f743718e-ca14-42d1-8e73-74a1f5bc791b,Ceeeg,already_processed
54,TICKET-187c2027-7fb6-42ee-b40d-298d63272aab,Beuiu,already_processed
55,TICKET-d0ad7c37-4930-4c1e-827b-57db8325054d,Brrie,already_processed
56,TICKET-f064986c-5da3-421f-a58b-c958b06717ec,Crrbb,already_processed
57,TICKET-96a0203e-de45-4c1a-917d-f2f24639e07e,Burrr,already_processed
58,TICKET-ef869d54-632c-4a47-9af1-3d72892ce659,Birre,already_processed
59,TICKET-a566f549-eae3-404b-a933-6ed4ff5117cd,Aeiib,transaction_id_not_matched
60,TICKET-a03cdf68-f522-45f0-9fd3-6bdeae98d565,Currr,already_processed
61,TICKET-66ee4269-509b-4dc4-9ae9-6d6f86a3817d,Brigb,already_processed
62,TICKET-eb4b8ae5-f85c-4506-a757-505011989e3f,Bbeib,already_processed
63,TICKET-00ba896c-20a4-41de-b4bc-fa9168cb96ae,Ceber,already_processed
64,TICKET-5868c47e-0704-4e60-a818-f71d4be31e31,Cerri,already_processed
65,TICKET-d6f65482-f20e-48a6-8134-ab193c847506,Creeb,already_processed
66,TICKET-580e2e84-0424-4a79-81e3-fe71619a8451,Ceebr,already_processed
67,TICKET-f88946ee-8482-4d08-bfac-c3ff115943fd,Beiur,transaction_id_not_matched
68,TICKET-fbd02be4-c0a5-4df6-883b-665ebd5b365d,Bgeie,already_processed
69,TICKET-5e58e8a8-6f5b-4ff9-bd84-f51c7bcdba8e,Auuue,transaction_id_not_matched
70,TICKET-04ac91a8-31cf-4650-ba43-35df411cfffd,Cibgb,already_processed
71,TICKET-562726e5-383a-41e8-b4cc-ae45f412639c,Argee,already_processed
72,TICKET-2a6b1212-9578-401d-a05c-603d8da54c62,Arieb,already_processed
73,TICKET-c942f612-21bc-4f84-8c99-f4e545ed6c4b,Brirb,already_processed
74,TICKET-73d29cac-8e19-463c-8602-51d9b97dd1c9,Aruge,already_processed
75,TICKET-7e8eedc5-8e01-4555-bcf5-8a2717c7ff82,Beirr,already_processed
76,TICKET-ed150c17-60e1-42f4-8291-8dbb9ca8143d,Beure,already_processed
77,TICKET-22e6baa8-9787-4036-bfe5-3988f15cfdf1,Cbger,already_processed
78,TICKET-9747c2a8-7103-4b42-aa5e-0e7c0cc86ff9,Breeb,already_processed
79,TICKET-87656c6b-fa6b-4820-a3d0-0967c9422d88,Buieg,already_processed
80,TICKET-c2d21add-6a9f-4fb3-b547-a4de4a6cf59d,Aeere,transaction_id_not_matched
81,TICKET-f1b5a96a-6e05-4758-84ba-afc87125d574,Cbrir,already_processed
82,TICKET-f3f9b530-c436-46ba-a34a-290d446e6ff3,Ageeu,already_processed
83,TICKET-dac5004c-b20f-4e78-b3a6-5fdd9c32a60e,Bbuee,already_processed
84,TICKET-65f0dc74-5da0-4d72-9b4e-182941cac158,Ceiiu,already_processed
85,TICKET-f4d43fd9-88c9-4e10-81e4-319523e9aea9,Brrii,already_processed
86,TICKET-cc2e7a92-207b-4666-844c-db3eb05e9176,Ceuie,already_processed
87,TICKET-8cbf7b32-7cb5-49aa-8264-15352d0dcd68,Creiu,already_processed
88,TICKET-a645d3da-6a47-4083-9b65-f832fdaf9514,Cebbe,already_processed
89,TICKET-2d9f64b6-544c-4523-84a8-98d387b24f7e,Breir,already_processed
90,TICKET-edd24bd0-7093-4cdb-990c-79a0b82e5969,Aebue,already_processed
91,TICKET-effa4842-1db5-4866-987a-c7e79b32cdc0,Cbree,already_processed
92,TICKET-5e253988-5f7a-496a-984c-6d18410f3b9f,Arirg,already_processed
93,TICKET-fe00c568-5d1d-4f1c-95f6-5081f0446cb5,Crgri,already_processed
94,TICKET-d64550fa-579d-40ed-8e63-24c7864cfb51,Ceiie,already_processed
95,TICKET-4b073c65-3825-4389-b928-250e822a5cd3,Arbir,already_processed
96,TICKET-ab586cfa-4367-4a04-81e6-9331dba8d0f1,Areeg,already_processed
97,TICKET-e23e6d8c-660f-4503-b5e1-e330beffef50,Cueue,already_processed
98,TICKET-5dd33500-cfd0-48da-b7a4-84d3d3552e97,Buuii,already_processed
99,TICKET-d19c431f-a212-4c68-9320-ae41e23b1d93,Agegr,already_processed
100,TICKET-78e1e2ca-13e2-455a-8b45-946fe68e009e,Aribi,already_processed
101,TICKET-4d4d0862-cdc7-4b8f-aaa6-cff4434d1de3,Bgeru,already_processed
102,TICKET-6550e7cc-bd6f-4dfa-86d6-0032b4e594d4,Bugri,already_processed
103,TICKET-86b92d20-ec32-4ab1-8ed2-68b1645d70ac,Aruub,already_processed
104,TICKET-0b2dcbef-5f8d-400c-9ff7-75a67566ac9e,Cbeir,transaction_id_not_matched
105,TICKET-ecd0c83f-5def-41d6-b2db-8a9027266835,Burrb,already_processed
106,TICKET-e54ad1c6-3921-49f9-aca8-5a7e75ee4b8b,Biubu,already_processed
107,TICKET-a268a587-cfb7-4cfc-a2e5-3d90b0e4c43f,Ceiuu,already_processed
108,TICKET-8a6952e9-bb04-40a7-a5c5-c1eb1ef5435b,Beuer,already_processed
109,TICKET-9f5838aa-656f-474a-9c70-64eb8c6eafe2,Cguie,transaction_id_not_matched
110,TICKET-b9c750da-3d1a-440a-9e17-e128f099af0a,Cieir,already_processed
111,TICKET-f680d55e-ce37-468f-99a0-55d225a0a861,Bbegr,already_processed
112,TICKET-941a6337-77f6-4202-bd03-04c35d382e67,Cuuir,already_processed
113,TICKET-a5fe7ff2-25a8-4154-8740-6b1c4a165842,Berib,already_processed
114,TICKET-25dd84e0-f126-4e14-ac3d-e2fb46e19acb,Abgui,already_processed
115,TICKET-3ca2aca5-ce37-4ec0-88bf-ad84e1cbfb2b,Abiei,already_processed
116,TICKET-ae4b12e6-6b21-4875-bfbe-e8d9d86f6ded,Aeiug,already_processed
117,TICKET-4afb3a6e-0279-494a-8883-a895bf5c16c2,Cgeeu,already_processed
118,TICKET-0b806a03-be86-4a4b-86b2-c3e2fa31bdcc,Bugur,already_processed
119,TICKET-2e6a9be3-1cb4-486f-a5f5-d43fb7fe5c8f,Cbebi,already_processed
120,TICKET-9888f1ec-9914-45ad-8ce0-e55863770e12,Ceeur,already_processed
121,TICKET-7f48e40c-057e-4ada-aff3-42cd8c77d4e7,Begbr,already_processed
122,TICKET-57323612-39fd-473a-a592-4f5f46f29503,Cegru,already_processed
123,TICKET-849fb13f-9338-47a6-bbee-35162760f453,Beuui,already_processed
